,id,dateStart,dateEnd
2880,5314,2019-01-11T14:00:00+03:00,2019-01-15T14:00:00+03:00
2881,5315,2018-12-14T19:00:00+03:00,2018-12-18T19:00:00+03:00
2882,5316,2018-12-29T19:00:00+03:00,2019-01-02T19:00:00+03:00
2883,5317,2018-11-25T10:00:00+03:00,2018-11-25T15:00:00+03:00
2884,5318,2018-12-08T14:00:00+03:00,2018-12-09T14:00:00+03:00
2885,5319,2018-12-09T13:00:00+03:00,2018-12-09T15:00:00+03:00
2886,5320,2019-02-22T20:00:00+03:00,2019-02-26T20:00:00+03:00
2887,5321,2018-12-14T19:00:00+03:00,2018-12-18T19:00:00+03:00
2888,5322,2019-02-08T19:00:00+03:00,2019-02-12T19:00:00+03:00
2889,5323,2018-12-23T13:30:00+03:00,2018-12-24T15:00:00+03:00
2890,5324,2019-01-26T12:30:00+03:00,2019-01-27T14:00:00+03:00
2891,5325,2019-02-16T12:30:00+03:00,2019-02-17T15:00:00+03:00
2892,5326,2018-11-10T18:00:00+03:00,2018-11-20T18:00:00+03:00
2893,5327,2018-12-27T19:00:00+03:00,2019-01-16T19:00:00+03:00
2894,5328,2018-09-16T07:00:00+03:00,2018-09-20T11:00:00+03:00
2895,5329,2018-12-14T19:00:00+03:00,2018-12-18T19:00:00+03:00
2896,5330,2018-12-08T16:00:00+03:00,2018-12-08T19:00:00+03:00
2897,5331,2019-01-26T18:00:00+03:00,2019-01-30T18:00:00+03:00
2898,5332,2019-02-01T18:00:00+03:00,2019-02-05T18:00:00+03:00
2899,5333,2019-02-16T18:00:00+03:00,2019-02-20T18:00:00+03:00
2900,5334,2019-02-22T18:00:00+03:00,2019-02-26T18:00:00+03:00
2901,5335,2018-12-16T10:00:00+03:00,2018-12-16T17:00:00+03:00
2902,5336,2018-12-03T19:00:00+03:00,2018-12-03T21:00:00+03:00
2903,5337,2018-12-16T13:00:00+03:00,2018-12-16T16:00:00+03:00
2904,5338,2019-04-27T09:00:00+03:00,2019-05-01T09:00:00+03:00
2905,5339,2018-12-15T18:00:00+03:00,2018-12-19T18:00:00+03:00
2906,5340,2018-12-08T14:00:00+03:00,2018-12-08T18:00:00+03:00
2907,5341,2018-11-24T10:00:00+03:00,2018-11-24T19:00:00+03:00
2908,5342,2018-12-10T19:00:00+03:00,2018-12-10T21:00:00+03:00
2909,5343,2019-03-09T12:00:00+03:00,2019-03-10T17:00:00+03:00
2910,5344,2018-12-08T15:00:00+03:00,2018-12-09T12:00:00+03:00
2911,5345,2018-12-21T20:00:00+03:00,2018-12-25T20:00:00+03:00
2912,5347,2018-12-22T12:00:00+03:00,2018-12-22T15:00:00+03:00
2913,5348,2018-12-15T15:00:00+03:00,2018-12-16T15:00:00+03:00
2914,5349,2018-12-23T11:00:00+03:00,2018-12-23T14:00:00+03:00
2915,5350,2019-02-24T12:00:00+03:00,2019-02-24T16:00:00+03:00
2916,5351,2018-12-01T14:00:00+03:00,2018-12-01T16:00:00+03:00
2917,5352,2018-12-23T11:00:00+03:00,2018-12-23T14:00:00+03:00
2918,5353,2018-09-29T00:00:00+03:00,2018-12-08T16:00:00+03:00
2919,5354,2019-02-17T12:00:00+03:00,2019-02-17T18:00:00+03:00
2920,5355,2018-10-06T00:00:00+03:00,2018-12-08T14:00:00+03:00
2921,5356,2018-09-23T00:00:00+03:00,2018-12-09T14:00:00+03:00
2922,5357,2018-12-23T08:00:00+03:00,2018-12-23T12:00:00+03:00
2923,5358,2019-02-02T14:00:00+03:00,2019-02-02T21:00:00+03:00
2924,5360,2019-03-02T10:00:00+03:00,2019-03-03T20:00:00+03:00
2925,5361,2019-08-16T19:00:00+03:00,2019-08-20T19:00:00+03:00
2926,5362,2019-01-05T12:00:00+03:00,2019-01-09T11:59:00+03:00
2927,5363,2019-01-11T18:00:00+03:00,2019-01-15T18:00:00+03:00
2928,5364,2019-01-05T12:00:00+03:00,2019-01-09T12:00:00+03:00
2929,5365,2018-11-10T14:00:00+03:00,2018-11-11T17:00:00+03:00
2930,5366,2019-04-07T12:00:00+03:00,2019-04-07T18:00:00+03:00
2931,5367,2019-06-28T20:00:00+03:00,2019-07-02T20:00:00+03:00
2932,5368,2019-05-03T10:00:00+03:00,2019-05-04T18:00:00+03:00
2933,5369,2019-05-03T12:00:00+03:00,2019-05-04T16:00:00+03:00
2934,5370,2019-05-10T19:00:00+03:00,2019-05-14T19:00:00+03:00
2935,5371,2019-02-01T18:00:00+03:00,2019-02-05T18:00:00+03:00
2936,5372,2019-02-09T10:00:00+03:00,2019-02-09T14:00:00+03:00
2937,5374,2019-02-08T19:00:00+03:00,2019-02-12T19:00:00+03:00
2938,5375,2018-12-23T11:00:00+03:00,2018-12-23T15:00:00+03:00
2939,5377,2019-03-08T20:00:00+03:00,2019-03-12T20:00:00+03:00
2940,5378,2018-12-21T00:00:00+03:00,2019-01-06T23:00:00+03:00
2941,5379,2018-10-19T19:00:00+03:00,2018-12-11T19:00:00+03:00
2942,5380,2019-01-11T20:00:00+03:00,2019-01-15T20:00:00+03:00
2943,5381,2019-01-11T20:00:00+03:00,2019-01-15T20:00:00+03:00
2944,5383,2019-03-08T16:00:00+03:00,2019-03-12T16:00:00+03:00
2945,5384,2019-04-07T12:00:00+03:00,2019-04-07T16:00:00+03:00
2946,5385,2019-01-11T19:00:00+03:00,2019-01-15T19:00:00+03:00
2947,5386,2019-04-20T12:00:00+03:00,2019-04-21T17:00:00+03:00
2948,5387,2019-01-18T20:00:00+03:00,2019-01-22T20:00:00+03:00
2949,5388,2019-03-22T12:00:00+03:00,2019-03-23T16:00:00+03:00
2950,5389,2019-02-09T00:00:00+03:00,2019-02-10T23:55:00+03:00
2951,5390,2019-02-15T00:00:00+03:00,2019-02-19T00:00:00+03:00
2952,5391,2019-02-11T19:00:00+03:00,2019-02-11T21:00:00+03:00
2953,5392,2019-06-21T18:00:00+03:00,2019-06-25T18:00:00+03:00
2954,5393,2019-01-25T20:00:00+03:00,2019-01-29T20:00:00+03:00
2955,5394,2019-02-24T10:00:00+03:00,2019-02-24T13:00:00+03:00
2956,5395,2019-03-02T00:00:00+03:00,2019-03-05T23:59:00+03:00
2957,5396,2018-12-29T12:00:00+03:00,2018-12-29T16:00:00+03:00
2958,5397,2019-03-15T20:00:00+03:00,2019-03-19T20:00:00+03:00
2959,5398,2019-04-26T18:00:00+03:00,2019-04-30T18:00:00+03:00
2960,5399,2019-03-01T11:00:00+03:00,2019-03-05T11:00:00+03:00
2961,5400,2019-04-26T19:00:00+03:00,2019-04-30T19:00:00+03:00
2962,5401,2019-06-14T19:00:00+03:00,2019-06-18T19:00:00+03:00
2963,5402,2019-09-27T19:00:00+03:00,2019-10-01T19:00:00+03:00
2964,5404,2019-01-20T13:00:00+03:00,2019-01-20T16:00:00+03:00
2965,5405,2019-01-05T06:00:00+03:00,2019-01-05T16:00:00+03:00
2966,5406,2019-01-19T10:00:00+03:00,2019-01-23T10:00:00+03:00
2967,5407,2019-07-05T19:00:00+03:00,2019-07-09T19:00:00+03:00
2968,5408,2019-10-18T19:00:00+03:00,2019-10-22T19:00:00+03:00
2969,5409,2019-03-30T10:00:00+03:00,2019-03-31T16:00:00+03:00
2970,5410,2019-03-01T19:00:00+03:00,2019-03-05T19:00:00+03:00
2971,5411,2019-03-15T19:00:00+03:00,2019-03-19T19:00:00+03:00
2972,5412,2019-04-19T19:00:00+03:00,2019-04-23T19:00:00+03:00
2973,5413,2019-05-31T19:00:00+03:00,2019-06-04T19:00:00+03:00
2974,5414,2020-01-03T19:00:00+03:00,2020-01-10T19:00:00+03:00
2975,5415,2019-02-02T14:30:00+03:00,2019-02-02T17:20:00+03:00
2976,5416,2019-02-03T00:00:00+03:00,2019-02-06T23:55:00+03:00
2977,5417,2019-09-28T14:00:00+03:00,2019-09-28T18:00:00+03:00
2978,5418,2019-10-04T19:00:00+03:00,2019-10-08T19:00:00+03:00
2979,5419,2019-01-25T19:00:00+03:00,2019-01-29T18:59:00+03:00
2980,5420,2019-01-26T12:00:00+03:00,2019-01-30T12:00:00+03:00
2981,5421,2019-02-01T20:00:00+03:00,2019-02-05T20:00:00+03:00
2982,5422,2019-03-02T11:00:00+03:00,2019-03-02T19:00:00+03:00
2983,5423,2019-02-23T11:30:00+03:00,2019-02-24T16:00:00+03:00
2984,5424,2019-05-11T14:00:00+03:00,2019-05-11T19:00:00+03:00
2985,5425,2019-02-10T11:00:00+03:00,2019-02-10T16:00:00+03:00
2986,5426,2019-01-26T09:00:00+03:00,2019-01-27T15:00:00+03:00
2987,5427,2019-03-02T10:00:00+03:00,2019-03-05T14:00:00+03:00
2988,5429,2019-02-08T23:00:00+03:00,2019-02-12T23:00:00+03:00
2989,5430,2019-02-15T19:00:00+03:00,2019-02-19T19:00:00+03:00
2990,5431,2019-02-02T08:00:00+03:00,2019-02-06T08:00:00+03:00
2991,5432,2019-04-05T19:00:00+03:00,2019-04-09T19:00:00+03:00
2992,5433,2019-05-17T19:00:00+03:00,2019-05-21T19:00:00+03:00
2993,5434,2019-02-22T20:00:00+03:00,2019-02-26T20:00:00+03:00
2994,5435,2019-02-22T20:00:00+03:00,2019-02-26T20:00:00+03:00
2995,5436,2019-02-22T20:00:00+03:00,2019-02-26T20:00:00+03:00
2996,5437,2019-02-22T19:00:00+03:00,2019-02-26T19:00:00+03:00
2997,5438,2019-02-02T00:55:00+03:00,2019-02-06T00:40:00+03:00
2998,5439,2019-03-22T19:00:00+03:00,2019-03-26T19:00:00+03:00
2999,5440,2019-02-08T14:00:00+03:00,2019-02-12T14:00:00+03:00
3000,5441,2019-03-09T12:00:00+03:00,2019-03-10T17:00:00+03:00
3001,5443,2019-05-04T14:00:00+03:00,2019-05-05T15:00:00+03:00
3002,5444,2019-05-03T14:00:00+03:00,2019-05-07T14:00:00+03:00
3003,5445,2019-05-10T14:00:00+03:00,2019-05-14T14:00:00+03:00
3004,5446,2019-04-20T14:00:00+03:00,2019-04-20T19:00:00+03:00
3005,5447,2019-02-09T16:00:00+03:00,2019-02-10T19:00:00+03:00
3006,5448,2019-05-05T13:00:00+03:00,2019-05-05T18:00:00+03:00
3007,5449,2019-02-24T00:00:00+03:00,2019-04-28T18:00:00+03:00
3008,5450,2019-02-15T19:30:00+03:00,2019-02-19T19:30:00+03:00
3009,5451,2019-03-16T12:00:00+03:00,2019-03-17T18:00:00+03:00
3010,5452,2019-03-01T19:00:00+03:00,2019-03-05T19:00:00+03:00
3011,5453,2019-04-06T07:00:00+03:00,2019-04-07T14:00:00+03:00
3012,5454,2019-02-15T19:00:00+03:00,2019-02-19T18:59:00+03:00
3013,5455,2019-02-24T13:00:00+03:00,2019-02-24T17:00:00+03:00
3014,5456,2019-02-23T14:00:00+03:00,2019-02-27T14:00:00+03:00
3015,5457,2019-02-16T14:00:00+03:00,2019-02-16T19:00:00+03:00
3016,5458,2019-02-01T16:30:00+03:00,2019-02-01T18:00:00+03:00
3017,5459,2019-02-22T20:00:00+03:00,2019-02-26T20:00:00+03:00
3018,5460,2019-03-22T20:00:00+03:00,2019-03-26T20:00:00+03:00
3019,5461,2019-04-26T20:00:00+03:00,2019-04-30T20:00:00+03:00
3020,5462,2019-02-22T20:00:00+03:00,2019-04-30T20:00:00+03:00
3021,5464,2019-02-09T11:30:00+03:00,2019-02-10T13:30:00+03:00
3022,5465,2019-05-18T12:00:00+03:00,2019-05-19T18:00:00+03:00
3023,5466,2019-03-15T19:00:00+03:00,2019-03-19T19:00:00+03:00
3024,5467,2019-03-09T10:00:00+03:00,2019-03-11T22:00:00+03:00
3025,5469,2019-03-02T09:00:00+03:00,2019-03-02T13:00:00+03:00
3026,5470,2019-03-02T12:00:00+03:00,2019-03-03T15:00:00+03:00
3027,5471,2018-11-17T10:00:00+03:00,2019-03-11T22:00:00+03:00
3028,5472,2019-03-17T13:00:00+03:00,2019-03-17T18:00:00+03:00
3029,5473,2019-05-18T14:00:00+03:00,2019-05-19T14:00:00+03:00
3030,5474,2019-03-08T18:00:00+03:00,2019-03-12T18:00:00+03:00
3031,5475,2019-04-13T03:00:00+03:00,2019-04-14T10:00:00+03:00
3032,5476,2019-06-08T14:00:00+03:00,2019-06-12T14:00:00+03:00
3033,5478,2019-02-22T19:00:00+03:00,2019-02-26T19:00:00+03:00
3034,5479,2019-03-22T21:00:00+03:00,2019-03-26T20:55:00+03:00
3035,5480,2019-03-15T19:00:00+03:00,2019-03-19T19:00:00+03:00
3036,5481,2019-03-01T18:00:00+03:00,2019-03-05T18:00:00+03:00
3037,5482,2019-03-10T10:00:00+03:00,2019-03-10T15:00:00+03:00
3038,5483,2019-03-23T00:00:00+03:00,2019-03-27T00:00:00+03:00
3039,5484,2019-05-18T10:00:00+03:00,2019-05-19T18:00:00+03:00
3040,5485,2019-03-30T12:00:00+03:00,2019-03-31T14:00:00+03:00
3041,5486,2019-04-05T19:00:00+03:00,2019-04-09T19:00:00+03:00
3042,5487,2019-04-06T14:00:00+03:00,2019-04-07T17:00:00+03:00
3043,5488,2019-04-13T12:00:00+03:00,2019-04-14T14:00:00+03:00
3044,5489,2019-04-19T19:00:00+03:00,2019-04-23T19:00:00+03:00
3045,5490,2019-03-24T01:00:00+03:00,2019-03-25T04:00:00+03:00
3046,5491,2019-03-29T19:00:00+03:00,2019-04-02T19:00:00+03:00
3047,5492,2019-03-29T14:00:00+03:00,2019-04-02T14:00:00+03:00
3048,5493,2019-02-24T11:15:00+03:00,2019-02-24T16:15:00+03:00
3049,5494,2019-03-24T14:00:00+03:00,2019-03-25T14:00:00+03:00
3050,5495,2019-06-07T19:00:00+03:00,2019-06-11T19:00:00+03:00
3051,5496,2019-03-02T10:30:00+03:00,2019-03-06T10:29:00+03:00
3052,5497,2019-02-22T09:00:00+03:00,2019-02-22T12:00:00+03:00
3053,5498,2019-02-22T09:00:00+03:00,2019-02-24T13:00:00+03:00
3054,5499,2019-03-02T09:00:00+03:00,2019-03-06T09:00:00+03:00
3055,5500,2019-03-29T19:00:00+03:00,2019-04-02T19:00:00+03:00
3056,5501,2019-06-29T10:00:00+03:00,2019-07-03T10:00:00+03:00
3057,5502,2019-12-07T14:00:00+03:00,2019-12-08T14:00:00+03:00
3058,5503,2019-12-12T00:00:00+03:00,2019-12-18T00:00:00+03:00
3059,5504,2019-04-26T19:00:00+03:00,2019-04-30T19:00:00+03:00
3060,5505,2019-05-24T19:00:00+03:00,2019-05-28T19:00:00+03:00
3061,5506,2019-06-08T14:00:00+03:00,2019-06-09T20:00:00+03:00
3062,5507,2019-03-10T13:00:00+03:00,2019-03-10T16:00:00+03:00
3063,5508,2019-05-06T10:00:00+03:00,2019-06-04T22:55:00+03:00
3064,5509,2019-05-31T18:55:00+03:00,2019-06-04T18:55:00+03:00
3065,5510,2019-03-16T10:00:00+03:00,2019-03-20T10:00:00+03:00
3066,5511,2019-03-15T18:00:00+03:00,2019-03-19T18:00:00+03:00
3067,5512,2019-03-22T18:00:00+03:00,2019-03-26T18:00:00+03:00
3068,5513,2019-02-18T20:00:00+03:00,2019-02-18T23:00:00+03:00
3069,5514,2019-04-12T19:00:00+03:00,2019-04-16T19:00:00+03:00
3070,5515,2019-02-25T19:00:00+03:00,2019-02-25T21:00:00+03:00
3071,5516,2019-09-13T19:00:00+03:00,2019-09-17T19:00:00+03:00
3072,5517,2019-07-12T19:00:00+03:00,2019-07-16T19:00:00+03:00
3073,5518,2018-09-21T20:00:00+03:00,2019-02-19T20:00:00+03:00
3074,5521,2019-04-20T12:00:00+03:00,2019-04-20T16:00:00+03:00
3075,5522,2019-03-23T13:00:00+03:00,2019-03-24T17:00:00+03:00
3076,5523,2019-03-24T17:00:00+03:00,2019-03-28T17:00:00+03:00
3077,5524,2019-05-11T18:00:00+03:00,2019-05-11T21:00:00+03:00
3078,5526,2019-03-09T08:00:00+03:00,2019-03-10T14:00:00+03:00
3079,5527,2019-04-06T15:00:00+03:00,2019-04-06T20:00:00+03:00
3080,5528,2019-04-26T18:00:00+03:00,2019-04-30T18:00:00+03:00
3081,5529,2019-03-22T20:00:00+03:00,2019-03-26T20:00:00+03:00
3082,5530,2019-04-12T20:00:00+03:00,2019-04-16T20:00:00+03:00
3083,5531,2019-03-22T20:00:00+03:00,2019-03-26T20:00:00+03:00
3084,5532,2019-03-22T20:00:00+03:00,2019-03-26T20:00:00+03:00
3085,5533,2019-05-09T14:00:00+03:00,2019-05-11T16:00:00+03:00
3086,5534,2019-05-24T20:00:00+03:00,2019-05-28T20:00:00+03:00
3087,5535,2019-03-17T12:00:00+03:00,2019-03-17T18:00:00+03:00
3088,5536,2019-03-16T10:30:00+03:00,2019-03-20T10:29:00+03:00
3089,5537,2019-05-03T19:00:00+03:00,2019-05-07T19:00:00+03:00
3090,5538,2019-04-06T14:00:00+03:00,2019-04-07T15:00:00+03:00
3091,5539,2019-03-09T08:30:00+03:00,2019-03-10T14:00:00+03:00
3092,5540,2019-04-05T19:00:00+03:00,2019-04-05T22:00:00+03:00
3093,5541,2019-04-01T19:00:00+03:00,2019-04-01T22:00:00+03:00
3094,5542,2019-03-11T19:00:00+03:00,2019-03-11T21:00:00+03:00
3095,5543,2019-04-15T19:00:00+03:00,2019-04-15T21:00:00+03:00
3096,5544,2019-04-14T13:00:00+03:00,2019-04-14T16:00:00+03:00
3097,5545,2019-04-01T14:00:00+03:00,2019-08-25T14:00:00+03:00
3098,5546,2019-04-19T01:00:00+03:00,2019-04-23T01:00:00+03:00
3099,5547,2019-03-22T20:00:00+03:00,2019-03-26T20:00:00+03:00
3100,5548,2019-04-12T18:00:00+03:00,2019-04-16T18:00:00+03:00
3101,5549,2019-04-19T19:00:00+03:00,2019-04-23T19:00:00+03:00
3102,5550,2018-09-29T00:00:00+03:00,2019-03-10T14:00:00+03:00
3103,5551,2019-04-12T13:00:00+03:00,2019-04-14T14:00:00+03:00
3104,5552,2019-08-10T10:00:00+03:00,2019-08-11T18:00:00+03:00
3105,5553,2019-01-26T18:00:00+03:00,2019-12-11T23:59:00+03:00
3106,5554,2019-02-01T18:00:00+03:00,2019-12-18T23:59:00+03:00
3107,5555,2019-06-29T12:00:00+03:00,2019-06-30T15:30:00+03:00
3108,5556,2019-06-29T18:00:00+03:00,2019-07-03T18:00:00+03:00
3109,5557,2019-07-05T18:00:00+03:00,2019-07-09T18:00:00+03:00
3110,5558,2019-05-03T19:00:00+03:00,2019-05-07T19:00:00+03:00
3111,5559,2019-04-19T18:00:00+03:00,2019-04-23T18:00:00+03:00
3112,5560,2019-03-13T14:00:00+03:00,2019-03-13T22:30:00+03:00
3113,5561,2019-04-10T14:00:00+03:00,2019-04-10T21:30:00+03:00
3114,5562,2019-03-30T14:00:00+03:00,2019-03-30T19:30:00+03:00
3115,5563,2019-04-26T19:00:00+03:00,2019-04-30T19:00:00+03:00
3116,5564,2019-02-01T00:00:00+03:00,2019-03-03T00:00:00+03:00
3117,5565,2019-05-26T12:00:00+03:00,2019-05-26T19:00:00+03:00
3118,5567,2019-10-05T12:00:00+03:00,2019-10-06T18:00:00+03:00
3119,5568,2019-03-31T14:00:00+03:00,2019-05-16T14:00:00+03:00
3120,5569,2019-04-05T14:00:00+03:00,2019-04-09T14:00:00+03:00
3121,5570,2019-03-15T19:30:00+03:00,2019-03-15T21:30:00+03:00
3122,5571,2019-05-25T12:00:00+03:00,2019-05-26T16:00:00+03:00
3123,5572,2019-04-26T19:00:00+03:00,2019-04-30T19:00:00+03:00
3124,5573,2019-04-14T11:00:00+03:00,2019-04-14T19:00:00+03:00
3125,5574,2019-04-07T11:00:00+03:00,2019-04-07T17:00:00+03:00
3126,5575,2019-04-14T10:00:00+03:00,2019-04-14T16:00:00+03:00
3127,5576,2019-04-20T12:00:00+03:00,2019-04-20T19:00:00+03:00
3128,5577,2019-03-25T19:00:00+03:00,2019-03-25T21:00:00+03:00
3129,5578,2019-03-19T19:00:00+03:00,2019-03-19T21:30:00+03:00
3130,5579,2019-04-20T15:00:00+03:00,2019-04-24T15:00:00+03:00
3131,5582,2019-04-20T10:00:00+03:00,2019-04-21T18:00:00+03:00
3132,5583,2019-04-20T14:20:00+03:00,2019-04-20T16:55:00+03:00
3133,5584,2019-04-21T09:00:00+03:00,2019-04-25T09:00:00+03:00
3134,5585,2018-11-24T11:30:00+03:00,2019-08-10T17:00:00+03:00
3135,5586,2018-12-02T00:00:00+03:00,2019-08-14T23:55:00+03:00
3136,5587,2019-04-13T12:00:00+03:00,2019-04-17T12:00:00+03:00
3137,5588,2019-04-06T19:00:00+03:00,2019-04-10T19:00:00+03:00
3138,5589,2019-06-08T12:30:00+03:00,2019-06-08T16:00:00+03:00
3139,5590,2019-03-21T19:00:00+03:00,2019-03-21T21:30:00+03:00
3140,5591,2019-07-05T19:00:00+03:00,2019-07-09T19:00:00+03:00
3141,5592,2019-02-16T00:00:00+03:00,2019-04-27T14:00:00+03:00
3142,5593,2019-03-25T19:00:00+03:00,2019-03-25T21:30:00+03:00
3143,5594,2019-05-31T19:00:00+03:00,2019-06-04T19:00:00+03:00
3144,5597,2019-05-17T19:00:00+03:00,2019-05-21T19:00:00+03:00
3145,5598,2019-06-07T19:00:00+03:00,2019-06-11T19:00:00+03:00
3146,5599,2019-04-14T11:00:00+03:00,2019-04-21T23:55:00+03:00
3147,5600,2019-04-14T11:00:00+03:00,2019-04-14T16:00:00+03:00
3148,5601,2019-03-27T19:00:00+03:00,2019-03-27T21:30:00+03:00
3149,5602,2019-04-11T19:00:00+03:00,2019-04-11T22:00:00+03:00
3150,5603,2019-05-10T18:00:00+03:00,2019-05-14T18:00:00+03:00
3151,5604,2019-05-17T19:00:00+03:00,2019-05-21T19:00:00+03:00
3152,5605,2019-05-24T19:00:00+03:00,2019-05-28T19:00:00+03:00
3153,5606,2019-04-12T00:00:00+03:00,2019-04-16T00:00:00+03:00
3154,5607,2019-04-27T12:00:00+03:00,2019-04-27T18:00:00+03:00
3155,5608,2019-03-29T19:00:00+03:00,2019-03-29T21:30:00+03:00
3156,5609,2019-04-14T11:00:00+03:00,2019-04-14T14:00:00+03:00
3157,5610,2019-05-11T18:00:00+03:00,2019-05-15T18:00:00+03:00
3158,5611,2019-05-03T19:00:00+03:00,2019-05-07T19:00:00+03:00
3159,5613,2019-04-19T19:00:00+03:00,2019-04-19T22:00:00+03:00
3160,5614,2019-04-03T19:00:00+03:00,2019-04-03T21:30:00+03:00
3161,5615,2019-06-14T19:00:00+03:00,2019-06-18T19:00:00+03:00
3162,5616,2019-09-27T19:00:00+03:00,2019-10-01T19:00:00+03:00
3163,5617,2019-05-04T14:00:00+03:00,2019-05-08T14:00:00+03:00
3164,5618,2019-05-24T18:00:00+03:00,2019-05-28T18:00:00+03:00
3165,5621,2019-06-08T18:00:00+03:00,2019-06-12T18:00:00+03:00
3166,5622,2019-06-14T19:00:00+03:00,2019-06-18T19:00:00+03:00
3167,5623,2019-05-03T19:00:00+03:00,2019-05-07T19:00:00+03:00
3168,5624,2019-06-01T14:20:00+03:00,2019-06-01T17:00:00+03:00
3169,5625,2019-06-02T00:00:00+03:00,2019-06-05T23:55:00+03:00
3170,5626,2019-08-10T14:00:00+03:00,2019-08-10T17:00:00+03:00
3171,5627,2019-08-11T00:00:00+03:00,2019-08-14T23:55:00+03:00
3172,5628,2019-06-21T19:00:00+03:00,2019-06-25T19:00:00+03:00
3173,5629,2019-07-19T19:00:00+03:00,2019-07-23T19:00:00+03:00
3174,5630,2019-04-22T19:00:00+03:00,2019-04-22T22:00:00+03:00
3175,5631,2019-04-26T19:00:00+03:00,2019-04-26T22:00:00+03:00
3176,5632,2019-04-20T14:00:00+03:00,2019-04-21T15:00:00+03:00
3177,5633,2019-05-25T12:00:00+03:00,2019-05-25T17:20:00+03:00
3178,5634,2019-06-01T12:00:00+03:00,2019-06-01T17:30:00+03:00
3179,5635,2019-04-13T03:00:00+03:00,2019-04-14T10:00:00+03:00
3180,5636,2019-05-17T14:00:00+03:00,2019-05-21T14:00:00+03:00
3181,5637,2019-05-19T14:00:00+03:00,2019-05-19T19:00:00+03:00
3182,5638,2019-05-11T15:00:00+03:00,2019-05-15T15:00:00+03:00
3183,5639,2019-05-11T15:00:00+03:00,2019-05-15T15:00:00+03:00
3184,5640,2019-05-11T15:00:00+03:00,2019-05-15T15:00:00+03:00
3185,5641,2019-07-19T20:00:00+03:00,2019-07-23T20:00:00+03:00
3186,5642,2019-08-23T20:00:00+03:00,2019-08-27T20:00:00+03:00
3187,5643,2019-06-01T20:00:00+03:00,2019-09-15T20:00:00+03:00
3188,5644,2019-05-02T09:00:00+03:00,2019-05-03T19:00:00+03:00
3189,5645,2019-05-10T19:00:00+03:00,2019-05-14T19:00:00+03:00
3190,5647,2019-08-02T19:00:00+03:00,2019-08-06T19:00:00+03:00
3191,5648,2019-05-08T14:00:00+03:00,2019-05-12T14:00:00+03:00
3192,5649,2019-11-09T12:00:00+03:00,2019-11-10T17:00:00+03:00
3193,5650,2019-11-15T19:00:00+03:00,2019-11-20T19:00:00+03:00
3194,5651,2019-08-30T20:00:00+03:00,2019-09-03T20:00:00+03:00
3195,5652,2019-04-29T19:00:00+03:00,2019-04-29T21:00:00+03:00
3196,5653,2019-05-11T10:00:00+03:00,2019-05-11T19:00:00+03:00
3197,5654,2019-05-12T10:00:00+03:00,2019-05-15T10:00:00+03:00
3198,5655,2019-05-17T14:00:00+03:00,2019-05-21T14:00:00+03:00
3199,5656,2019-06-01T14:00:00+03:00,2019-06-02T14:00:00+03:00
3200,5657,2019-06-07T19:00:00+03:00,2019-06-11T19:00:00+03:00
3201,5658,2019-05-01T09:00:00+03:00,2019-05-02T13:30:00+03:00
3202,5659,2019-05-18T18:00:00+03:00,2019-05-22T18:00:00+03:00
3203,5660,2019-02-16T00:00:00+03:00,2019-04-27T14:00:00+03:00
3204,5661,2019-06-01T14:30:00+03:00,2019-06-02T16:00:00+03:00
3205,5663,2019-10-26T13:00:00+03:00,2019-10-30T23:00:00+03:00
3206,5664,2019-05-17T19:00:00+03:00,2019-05-17T22:00:00+03:00
3207,5665,2019-05-25T17:25:00+03:00,2019-05-25T23:00:00+03:00
3208,5666,2019-04-27T14:00:00+03:00,2019-04-28T16:00:00+03:00
3209,5667,2019-05-26T12:00:00+03:00,2019-05-26T17:00:00+03:00
3210,5668,2019-05-24T14:00:00+03:00,2019-05-28T14:00:00+03:00
3211,5669,2019-07-06T15:00:00+03:00,2019-07-07T17:00:00+03:00
3212,5671,2019-05-13T19:00:00+03:00,2019-05-13T21:00:00+03:00
3213,5672,2019-07-05T14:00:00+03:00,2019-09-22T22:00:00+03:00
3214,5674,2019-06-01T16:00:00+03:00,2019-06-01T22:00:00+03:00
3215,5675,2019-06-21T20:00:00+03:00,2019-06-25T20:00:00+03:00
3216,5676,2019-06-07T19:00:00+03:00,2019-06-11T19:30:00+03:00
3217,5677,2019-06-16T14:00:00+03:00,2019-09-30T23:55:00+03:00
3218,5678,2019-07-06T12:00:00+03:00,2019-07-06T15:00:00+03:00
3219,5679,2019-06-02T08:00:00+03:00,2019-06-02T12:00:00+03:00
3220,5680,2019-05-30T14:00:00+03:00,2019-06-03T14:00:00+03:00
3221,5681,2019-05-17T19:00:00+03:00,2019-08-15T19:00:00+03:00
3222,5683,2019-05-31T19:00:00+03:00,2019-06-04T19:00:00+03:00
3223,5684,2019-06-14T19:00:00+03:00,2019-06-18T19:00:00+03:00
3224,5685,2019-06-14T19:00:00+03:00,2019-06-18T19:00:00+03:00
3225,5686,2019-06-07T17:00:00+03:00,2019-06-11T17:00:00+03:00
3226,5687,2019-06-22T09:00:00+03:00,2019-06-26T09:00:00+03:00
3227,5688,2019-07-12T19:00:00+03:00,2019-07-16T19:00:00+03:00
3228,5689,2018-10-01T14:00:00+03:00,2019-05-05T23:55:00+03:00
